START_ID,END_ID,TYPE,name
毛孢子菌病,什菜面,recommand_eat,推荐食谱
头皮撕脱伤,冬菇椰菜豆腐粉丝汤,recommand_eat,推荐食谱
巴顿骨折,炝泥胡菜,recommand_eat,推荐食谱
脑干损伤,木瓜胡萝卜玉米粥,recommand_eat,推荐食谱
包皮龟头炎,薏苡仁绿豆粥,recommand_eat,推荐食谱
性欲亢进,赤小豆冬瓜祛湿汤,recommand_eat,推荐食谱
胎儿窘迫,清润白菜鱼片汤,recommand_eat,推荐食谱
脑膜瘤,鱼蓉银耳羹,recommand_eat,推荐食谱
镇痛剂肾病,猕猴桃西芹汁,recommand_eat,推荐食谱
慢性肾小球肾炎,山药莲子苡仁粥,recommand_eat,推荐食谱
小儿β地中海贫血,牛肉青豆粥,recommand_eat,推荐食谱
外阴腺鳞癌,菠菜豆腐汤,recommand_eat,推荐食谱
食管肉瘤,香菇油菜面筋粥,recommand_eat,推荐食谱
肠道寄生虫病,香菇木耳淡菜汤,recommand_eat,推荐食谱
内热,素炒黄豆芽,recommand_eat,推荐食谱
老年男性性功能障碍,南瓜饭豇豆粥,recommand_eat,推荐食谱
桡骨下端骨折,鸡肝小米粥,recommand_eat,推荐食谱
龋齿,鸡肉白薯粥,recommand_eat,推荐食谱
妊娠高血压综合征,素炒西兰花,recommand_eat,推荐食谱
外耳道异物,白萝卜油菜汁,recommand_eat,推荐食谱
脂肪栓塞综合征,花生芝麻糊,recommand_eat,推荐食谱
皮脂腺囊肿,豇豆饺,recommand_eat,推荐食谱
鼻中隔血肿及脓肿,猪心莲子汤,recommand_eat,推荐食谱
劳力性心绞痛,南瓜粥,recommand_eat,推荐食谱
牙齿过敏,时蔬小豆腐,recommand_eat,推荐食谱
泌尿生殖系阿米巴病,青菜饭,recommand_eat,推荐食谱
不动纤毛综合征,冬瓜鸡汤,recommand_eat,推荐食谱
东方马型脑炎,红豆花生红枣粥,recommand_eat,推荐食谱
老年性阴道炎,车前叶西瓜粥,recommand_eat,推荐食谱
鼻窦鳞状细胞癌的眼部病变,菊花核桃粥,recommand_eat,推荐食谱
无脉络膜症,玉米粥,recommand_eat,推荐食谱
小儿急性肾小球肾炎,胡萝卜苹果汁,recommand_eat,推荐食谱
外阴癌,雪菜牛肉粥,recommand_eat,推荐食谱
桡骨小头骨骺分离,猕猴桃香蕉奶酪汁,recommand_eat,推荐食谱
白秃疮,蛋黄泥,recommand_eat,推荐食谱
膀胱囊肿,香菇茯苓粥,recommand_eat,推荐食谱
先天性再生障碍性贫血,海参粥,recommand_eat,推荐食谱
先天性主动脉瓣上狭窄,鲜陈白菜汤,recommand_eat,推荐食谱
小肠瘘,豆薯小米粥,recommand_eat,推荐食谱
肺咳,清炒油麦菜,recommand_eat,推荐食谱
尿道与阴茎结核,菠菜虾米汤,recommand_eat,推荐食谱
脑萎,山楂核桃茶,recommand_eat,推荐食谱
小儿热性惊厥,素熘菜花,recommand_eat,推荐食谱
恶性雀斑样痣,鲜菇小米粥,recommand_eat,推荐食谱
阴道毛滴虫病,桂圆枸杞粥,recommand_eat,推荐食谱
黏膜白斑,南瓜牛奶汁,recommand_eat,推荐食谱
类癌,冬瓜粥,recommand_eat,推荐食谱
淋巴细胞性脉络丛脑膜炎,菠菜芹菜粥,recommand_eat,推荐食谱
烫伤,开洋大白菜,recommand_eat,推荐食谱
颞间隙感染,三鲜豇豆,recommand_eat,推荐食谱
肺门淋巴结核,薏米莲子粥,recommand_eat,推荐食谱
类固醇肌病,牛奶菠菜粥,recommand_eat,推荐食谱
变应性皮肤结节性血管炎,鲜香白菜羹,recommand_eat,推荐食谱
高碘性甲状腺肿,嫩三丝黄瓜卷,recommand_eat,推荐食谱
肺结核瘤,赤小豆鸡汤,recommand_eat,推荐食谱
多发性神经炎,山药桂圆粥,recommand_eat,推荐食谱
急性泪腺炎,拌胡萝卜丝,recommand_eat,推荐食谱
先天性副肌强直症,香菇豆苗萝卜汤,recommand_eat,推荐食谱
膀胱膨出,杂粮粥,recommand_eat,推荐食谱
颧骨骨折,北菇菠菜汤,recommand_eat,推荐食谱
低钾血症肾病,香蕉葡萄粥,recommand_eat,推荐食谱
坐骨神经损伤,猕猴桃香蕉奶酪汁,recommand_eat,推荐食谱
稻农皮炎,蛋黄粥,recommand_eat,推荐食谱
血管病,黄瓜拌绿豆芽,recommand_eat,推荐食谱
脾破裂,红烧牛肚,recommand_eat,推荐食谱
胫骨平台骨折,芹菜益母汤,recommand_eat,推荐食谱
面肌痉挛,花生菠菜粥,recommand_eat,推荐食谱
心室间隔缺损,白菜仔滚鱼片汤,recommand_eat,推荐食谱
屈光参差,紫菜豆腐汤,recommand_eat,推荐食谱
阴囊癌,银耳瘦肉羹,recommand_eat,推荐食谱
进行性肥厚性间质性神经炎,羊肉温补汤,recommand_eat,推荐食谱
摩擦黑变病,鸡蛋冰糖炖银耳,recommand_eat,推荐食谱
体癣,清茶豆腐羹,recommand_eat,推荐食谱
药物性皮炎,黄豆小米粥,recommand_eat,推荐食谱
胆囊管综合征,培根白菜粥,recommand_eat,推荐食谱
局灶性肾小球硬化症,鹌鹑蛋烧油菜,recommand_eat,推荐食谱
外耳道胆脂瘤,香蕉奶冻,recommand_eat,推荐食谱
大脑镰旁脑膜瘤,豆腐皮粥,recommand_eat,推荐食谱
痤疮,绿豆薏苡仁汤,recommand_eat,推荐食谱
气腹痛,山药薏米红枣粥,recommand_eat,推荐食谱
流产,鸡肉炖肉丸,recommand_eat,推荐食谱
耳疮,荸荠粥,recommand_eat,推荐食谱
慢性肝病,扁豆小米粥,recommand_eat,推荐食谱
髂骨取骨后盆侧腹壁疝,山药葡萄粥,recommand_eat,推荐食谱
发育不良痣,龙眼莲藕汤,recommand_eat,推荐食谱
鼻窦粘液囊肿,鲜奶核桃粥,recommand_eat,推荐食谱
咽喉痛,紫菜鸡蛋汤,recommand_eat,推荐食谱
青春型精神分裂症,羊肉素菜拌饭,recommand_eat,推荐食谱
胸腺癌,番茄芦笋紫菜汤,recommand_eat,推荐食谱
眼科重症肌无力,小麦生地百合羹,recommand_eat,推荐食谱
肺胸膜阿米巴病,菠菜金针菇汁,recommand_eat,推荐食谱
理发师皮炎,苹果草莓汁,recommand_eat,推荐食谱
妊娠合并慢性肾上腺皮质功能减退,芹菜炒香菇,recommand_eat,推荐食谱
小儿咳嗽,茄汁芦笋,recommand_eat,推荐食谱
先天性肌缺如,芹菜炒香菇,recommand_eat,推荐食谱
诺沃克类病毒胃肠炎,蔬菜杂烩粥,recommand_eat,推荐食谱
肌营养不良症,雪菜虾仁豆腐羹,recommand_eat,推荐食谱
腓骨近端骨折,白菜猪肉水饺,recommand_eat,推荐食谱
老年痴呆,凉拌芦笋,recommand_eat,推荐食谱
结肠直肠损伤,香菇洋白菜,recommand_eat,推荐食谱
隐匿性肾小球肾炎,小白菜氽丸子,recommand_eat,推荐食谱
脾肾两虚,辣椒粥,recommand_eat,推荐食谱
子宫收缩过强,参姜小米粥,recommand_eat,推荐食谱
视网膜脱落,糯米蒸鲤鱼,recommand_eat,推荐食谱
梗阻性尿路疾病,蔬菜杂烩粥,recommand_eat,推荐食谱
药疹,炖青鱼,recommand_eat,推荐食谱
网膜扭转,鸡肉白薯粥,recommand_eat,推荐食谱
血影细胞性青光眼,炖大白菜,recommand_eat,推荐食谱
膀胱瘘,酿冬瓜,recommand_eat,推荐食谱
躯体疾病伴发的精神障碍,小白菜馅包子,recommand_eat,推荐食谱
椎管狭窄,素炒西兰花,recommand_eat,推荐食谱
小肠吸收不良综合征,木瓜胡萝卜玉米粥,recommand_eat,推荐食谱
A链球菌群感染,牛奶菠菜粥,recommand_eat,推荐食谱
斑疹伤寒立克次体肺炎,芋头煮肉丸,recommand_eat,推荐食谱
心房内折返性心动过速,丝瓜豆腐瘦肉汤,recommand_eat,推荐食谱
急性化脓性脑膜炎,玉米牛奶浓汤,recommand_eat,推荐食谱
闭合性脊髓损伤,芹菜炒香菇,recommand_eat,推荐食谱
子宫收缩乏力,鱼烧豆腐,recommand_eat,推荐食谱
胆总管结石,白菜蛋花粥,recommand_eat,推荐食谱
无机盐所致的皮肤病,冰糖绿豆苋菜粥,recommand_eat,推荐食谱
斑秃,黑芝麻粥,recommand_eat,推荐食谱
老年人颈性眩晕,木耳粉丝肉丸汤,recommand_eat,推荐食谱
心脏钝性闭合伤,蔬菜杂烩粥,recommand_eat,推荐食谱
外伤后低颅压综合征,花生芝麻糊,recommand_eat,推荐食谱
舌咽神经损伤,黄瓜拌绿豆芽,recommand_eat,推荐食谱
美尼尔氏综合症,花样果肉薏米粥,recommand_eat,推荐食谱
产后泌尿道感染,赤小豆鸡汤,recommand_eat,推荐食谱
鼻/鼻型T/NK细胞淋巴瘤,鸡肝粥,recommand_eat,推荐食谱
肠系膜上动脉综合征,木耳粥,recommand_eat,推荐食谱
月骨脱位,花豆腐生菜瘦肉汤,recommand_eat,推荐食谱
肘外翻,青菜饭,recommand_eat,推荐食谱
慢性闭角型青光眼,紫菜芙蓉汤,recommand_eat,推荐食谱
中毒性坏死性表皮松解型药疹,草莓菠菜汁,recommand_eat,推荐食谱
毛囊性鱼鳞病,香蕉炒虾仁,recommand_eat,推荐食谱
糖尿病性肾病,小米素羹,recommand_eat,推荐食谱
婴儿玫瑰疹,土豆泥牛奶粥,recommand_eat,推荐食谱
柯萨奇病毒和埃可病毒感染,葡萄沙拉,recommand_eat,推荐食谱
虫咬皮炎,木耳鸭肝烩,recommand_eat,推荐食谱
农药中毒性肾病,黄瓜猪肉羹,recommand_eat,推荐食谱
戊型病毒性肝炎,荞麦面条,recommand_eat,推荐食谱
口蹄病,肉末四季豆,recommand_eat,推荐食谱
红外线伤,胡萝卜生鱼汤,recommand_eat,推荐食谱
小儿骨硬化病,绿豆海带粥,recommand_eat,推荐食谱
骨与关节梅毒,胡萝卜炒肉丝,recommand_eat,推荐食谱
单纯性外阴炎,鲤鱼汤,recommand_eat,推荐食谱
胎死宫内,洋参鸡肉汤,recommand_eat,推荐食谱
自由生活阿米巴感染,绿菜花竹笋,recommand_eat,推荐食谱
颅内高压综合征,海带粳米粥,recommand_eat,推荐食谱
卵巢泡膜细胞瘤,双菇番茄黄瓜紫菜汤,recommand_eat,推荐食谱
白喉,玉米须粥,recommand_eat,推荐食谱
继发性铁粒幼细胞性贫血,菠菜拌猪肝,recommand_eat,推荐食谱
老年静脉血栓症,南瓜大麦粥,recommand_eat,推荐食谱
单纯性雀斑样痣,胡萝卜番茄汤,recommand_eat,推荐食谱
脊柱脊髓损伤,苦瓜水饺,recommand_eat,推荐食谱
窝状角质松解症,西瓜番茄汁,recommand_eat,推荐食谱
妊娠高血压综合征,蒸瓤茄子,recommand_eat,推荐食谱
妊娠合并哮喘,蒸煮苹果番薯,recommand_eat,推荐食谱
手足皲裂,阿胶鸡蛋汤,recommand_eat,推荐食谱
儿童口吃,薏米汤,recommand_eat,推荐食谱
卵巢恶性中胚叶混合瘤,香菇油菜面筋粥,recommand_eat,推荐食谱
慢性输卵管卵巢炎,生菜包肉,recommand_eat,推荐食谱
慢性心包炎,春笋鸡片,recommand_eat,推荐食谱
小儿成骨不全,粉丝海带,recommand_eat,推荐食谱
特发性面神经瘫痪,拌芹菜花生米,recommand_eat,推荐食谱
马方综合征,雪菜肉末粥,recommand_eat,推荐食谱
肱骨远端全骨骺分离,银耳炖鸽蛋,recommand_eat,推荐食谱
色素性皮肤病,香菇薏米饭,recommand_eat,推荐食谱
呼吸道感染,拌小白菜,recommand_eat,推荐食谱
皮肤松垂,冬菇椰菜豆腐粉丝汤,recommand_eat,推荐食谱
蝎子螫伤,皮蛋菜花汤,recommand_eat,推荐食谱
外伤性白内障,番茄草莓汁,recommand_eat,推荐食谱
女子梦交,山药红枣粥,recommand_eat,推荐食谱
膀胱气痛,西红柿拌菠菜,recommand_eat,推荐食谱
流行性脑脊髓膜炎,豆薯小米粥,recommand_eat,推荐食谱
ADH分泌过多综合征,红豆莲藕粥,recommand_eat,推荐食谱
天疱疮,生菜龙虾,recommand_eat,推荐食谱
贲门炎,小米素羹,recommand_eat,推荐食谱
其他沙门菌感染,小米素羹,recommand_eat,推荐食谱
麻风性角膜病变,熘胡萝卜丸子,recommand_eat,推荐食谱
阴囊癌,芥蓝腰果炒香菇,recommand_eat,推荐食谱
老年人膀胱癌,菠菜炖豆腐,recommand_eat,推荐食谱
膀胱嗜铬细胞瘤,枸杞煮鸡蛋,recommand_eat,推荐食谱
偻附,牛奶椰汁,recommand_eat,推荐食谱
铜绿假单胞菌感染,土豆丝拌白菜,recommand_eat,推荐食谱
肾绞痛,豆腐烧油菜,recommand_eat,推荐食谱
间歇性精神病,番茄大豆芽草菇豆腐汤,recommand_eat,推荐食谱
前庭神经元炎,核桃泥,recommand_eat,推荐食谱
输卵管妊娠,猪肉水饺,recommand_eat,推荐食谱
高脂血症,花生豆奶,recommand_eat,推荐食谱
腹股沟滑动疝,玉米粉燕麦粥,recommand_eat,推荐食谱
脊椎病,土豆泥牛奶粥,recommand_eat,推荐食谱
并发症白内障,枸杞子炒猪肝,recommand_eat,推荐食谱
溶血过度所致贫血,人参小米粥,recommand_eat,推荐食谱
先天性仰趾外翻足,双皮奶,recommand_eat,推荐食谱
附件炎,豆腐鲫鱼,recommand_eat,推荐食谱
慢性腰部劳损,白萝卜油菜汁,recommand_eat,推荐食谱
软骨发育异常,清炒绿豆芽,recommand_eat,推荐食谱
膀胱不发育与发育不全,白萝卜炖猪排骨,recommand_eat,推荐食谱
肘外翻,紫菜色拉卷,recommand_eat,推荐食谱
外伤性脑积水,卷心菜菠萝汁,recommand_eat,推荐食谱
平底足,牛奶冬瓜,recommand_eat,推荐食谱
神经鞘瘤,素炒菠菜,recommand_eat,推荐食谱
外伤性乳房血肿,扁豆瘦肉汤,recommand_eat,推荐食谱
纹状体黑质变性,双菇番茄黄瓜紫菜汤,recommand_eat,推荐食谱
气秘,酸奶银耳水果羹,recommand_eat,推荐食谱
霉菌性阴道炎,鲜百合冬菇西兰花汤,recommand_eat,推荐食谱
气痢,香油苦瓜,recommand_eat,推荐食谱
肠间脓肿,炒丝瓜,recommand_eat,推荐食谱
先天性食管憩室,香菇薏米饭,recommand_eat,推荐食谱
儿童尖锐湿疣,蔬菜杂烩粥,recommand_eat,推荐食谱
肝脓肿,山楂糕,recommand_eat,推荐食谱
肾及输尿管重复畸形,菜花泥子汤,recommand_eat,推荐食谱
急进性肾炎,小米鹌鹑汤,recommand_eat,推荐食谱
甲状旁腺功能减退性心肌病,蘑菇炒面,recommand_eat,推荐食谱
类风湿性关节炎的肾损害,拌生菜,recommand_eat,推荐食谱
唇舌水肿及面瘫综合征,白菜蛋花粥,recommand_eat,推荐食谱
氯丙嗪类中毒,鲜菇小米粥,recommand_eat,推荐食谱
小阴茎,雪菜牛肉粥,recommand_eat,推荐食谱
小儿慢性肾功能衰竭,腐竹拌海带丝,recommand_eat,推荐食谱
小儿先天性甲状腺功能减低症,冬瓜粥,recommand_eat,推荐食谱
肢骨纹状肥大,香菜莲藕饺,recommand_eat,推荐食谱
赤痢,蘑菇冬瓜汤,recommand_eat,推荐食谱
脉络丛乳头状瘤,青菜饭,recommand_eat,推荐食谱
气压创伤性中耳炎,牛肉青豆粥,recommand_eat,推荐食谱
砣疣,清润白菜鱼片汤,recommand_eat,推荐食谱
慢性膀胱炎,豆腐素蒸包,recommand_eat,推荐食谱
纹状体黑质变性,素炒西兰花,recommand_eat,推荐食谱
急性胃粘膜病变,鸡蛋芹菜炒饭,recommand_eat,推荐食谱
猫抓病,青菜包,recommand_eat,推荐食谱
妊娠合并动脉导管未闭,素炒空心菜,recommand_eat,推荐食谱
脾疳,山楂茶,recommand_eat,推荐食谱
眶骨髓炎,山药饺,recommand_eat,推荐食谱
慢性胃炎,莲子猪肚,recommand_eat,推荐食谱
高血压危象,小麦粥,recommand_eat,推荐食谱
急性单纯性咽炎,紫菜芙蓉汤,recommand_eat,推荐食谱
肾皮质脓肿,鹌鹑蛋竹荪汤,recommand_eat,推荐食谱
跟骨骨骺骨软骨病,牛奶菠菜粥,recommand_eat,推荐食谱
腹膜后纤维化,绿豆杂面条,recommand_eat,推荐食谱
小儿过敏性支气管炎,平菇豆腐汤,recommand_eat,推荐食谱
烟草依赖综合症,苹果粥,recommand_eat,推荐食谱
食管间质瘤,滋味斋粥,recommand_eat,推荐食谱
自闭症,番茄炒牛肉,recommand_eat,推荐食谱
经行发热,当归生姜羊肉汤,recommand_eat,推荐食谱
弥漫性外耳道炎,羊肉烩面,recommand_eat,推荐食谱
成人先天性髋关节脱位,白菜肉末粥,recommand_eat,推荐食谱
氟骨症,豆皮饭,recommand_eat,推荐食谱
小儿龋病,花豆腐生菜瘦肉汤,recommand_eat,推荐食谱
手部伸肌腱损伤,猕猴桃香蕉奶酪汁,recommand_eat,推荐食谱
周期性动眼神经麻痹,葡萄沙拉,recommand_eat,推荐食谱
脊髓火器伤,桂圆鸡蛋汤,recommand_eat,推荐食谱
小儿流感病毒肺炎,苹果粥,recommand_eat,推荐食谱
小儿慢性充血性脾肿大,蘑菇鸡丝蛋花汤,recommand_eat,推荐食谱
肌张力障碍综合征,鱼烧豆腐,recommand_eat,推荐食谱
外伤性胆管损伤,紫菜粥,recommand_eat,推荐食谱
子宫颈平滑肌瘤,芝麻酱拌生菜,recommand_eat,推荐食谱
膀胱气痛,番茄芹菜汁,recommand_eat,推荐食谱
小儿副流感病毒肺炎,椰子银耳煲鸽汤,recommand_eat,推荐食谱
卵巢混合性生殖细胞-性索间质肿瘤,菠菜双蛋羹,recommand_eat,推荐食谱
上皮样囊肿,炒空心菜,recommand_eat,推荐食谱
老年甲状腺功能减退症,白菜虾仁面汤,recommand_eat,推荐食谱
窦性心律失常,卤火鸡腿,recommand_eat,推荐食谱
手术后反流性胃炎,卷心菜菠萝汁,recommand_eat,推荐食谱
男性尿道癌,海带荸荠饮,recommand_eat,推荐食谱
帽状腱膜下脓肿,赤小豆粥,recommand_eat,推荐食谱
卵巢破裂,鸡肉菊花火锅,recommand_eat,推荐食谱
强碱类中毒,扁豆小米粥,recommand_eat,推荐食谱
动脉阻塞或狭窄视网膜病变,芹菜炒肉片,recommand_eat,推荐食谱
肝炎,葱油莴笋饺,recommand_eat,推荐食谱
慢性上颌窦炎,草莓果酱,recommand_eat,推荐食谱
小儿成骨不全,海带木耳蛋汤,recommand_eat,推荐食谱
恶性黑素瘤,胡萝卜汤,recommand_eat,推荐食谱
小儿肾性糖尿,草菇丝瓜汤,recommand_eat,推荐食谱
小儿呕吐,番茄西米粥,recommand_eat,推荐食谱
疱疹样湿疹,苹果沙拉,recommand_eat,推荐食谱
小儿慢性骨髓炎,青胡萝卜排骨汤,recommand_eat,推荐食谱
酒精伴发的精神障碍,小米红枣粥,recommand_eat,推荐食谱
先天性卵巢发育不全,虾子烧白菜头,recommand_eat,推荐食谱
坏死性龈口炎,苹果派,recommand_eat,推荐食谱
上消化道出血,生煸黄花菜,recommand_eat,推荐食谱
滑膜炎,鸡蛋炒面,recommand_eat,推荐食谱
布氏菌病,冬瓜粥,recommand_eat,推荐食谱
大网膜囊肿,猪肝鸡蛋粥,recommand_eat,推荐食谱
小儿支气管肺炎,菜花泥子汤,recommand_eat,推荐食谱
赤游丹,苹果粥,recommand_eat,推荐食谱
胁痛,鸡肉冬菜饼,recommand_eat,推荐食谱
退变性关节病,罗汉果金银菜柿饼汤,recommand_eat,推荐食谱
阿米巴结肠炎,蚕豆粥,recommand_eat,推荐食谱
脓疱性细菌疹,草莓西瓜汁,recommand_eat,推荐食谱
多发性骨骺发育异常,黄芪乌骨鸡,recommand_eat,推荐食谱
浅表性胃炎,番茄鸡蛋煎饼,recommand_eat,推荐食谱
急性间质性肺炎,甘蔗萝卜汤,recommand_eat,推荐食谱
男性生殖系结核,茄汁鸡腿,recommand_eat,推荐食谱
甲型病毒性肝炎,豆薯小米粥,recommand_eat,推荐食谱
原发性视网膜色素变性,培根白菜粥,recommand_eat,推荐食谱
小儿肾性糖尿,砂锅鸡肉莲藕汤,recommand_eat,推荐食谱
病毒性胃肠炎,扁豆猪骨汤,recommand_eat,推荐食谱
结肠损伤,小银鱼粥,recommand_eat,推荐食谱
全身脂肪代谢障碍,番茄芹菜汁,recommand_eat,推荐食谱
肱骨小头骨折,小白菜馅包子,recommand_eat,推荐食谱
手部血管损伤,银鱼羊肉粥,recommand_eat,推荐食谱
女性性高潮障碍,菠菜双蛋羹,recommand_eat,推荐食谱
吸入性肺炎,莲子淮山猪肉汤,recommand_eat,推荐食谱
坐骨疝,蘑菇炒油菜心,recommand_eat,推荐食谱
布氏菌病,黄瓜鸡片汤,recommand_eat,推荐食谱
踝关节软骨损伤,豆浆南瓜汤,recommand_eat,推荐食谱
半乳糖血症,土豆浆汤,recommand_eat,推荐食谱
老年人缺血性结肠炎,冬菇烧白菜,recommand_eat,推荐食谱
妊娠期糖尿病,黄瓜拌绿豆芽,recommand_eat,推荐食谱
放线菌病,肉片柿子汤,recommand_eat,推荐食谱
鼻硬结病,冬虫草炖鸭,recommand_eat,推荐食谱
原发性小血管炎性肾损害,山药桂圆粥,recommand_eat,推荐食谱
厌氧菌感染,凉拌马齿苋,recommand_eat,推荐食谱
年龄相关性白内障,紫菜豆腐肉片汤,recommand_eat,推荐食谱
上颌后缩,西葫芦盅,recommand_eat,推荐食谱
空洞型肺结核,鸭梨粥,recommand_eat,推荐食谱
面瘫,炒鳝鱼丝,recommand_eat,推荐食谱
真菌性巩膜炎,卷心菜烧肉蒸饺,recommand_eat,推荐食谱
增殖体肥大,蚝油生菜,recommand_eat,推荐食谱
其他沙门菌感染,冬菇鱼肉羹,recommand_eat,推荐食谱
乳腺结节-测试,一品南乳肉,recommand_eat,推荐食谱
矽肺,雪耳百合白鸽蛋汤,recommand_eat,推荐食谱
胫骨内髁骨软骨病,虾球粥,recommand_eat,推荐食谱
Maffucci综合征,母鸡汤,recommand_eat,推荐食谱
脱屑性间质肺炎,香蕉蜂蜜奶,recommand_eat,推荐食谱
社交恐惧症,西式牛奶粥,recommand_eat,推荐食谱
坏疽性脓皮症,鸡蛋木耳粥,recommand_eat,推荐食谱
口蹄疫,海带果菜汁,recommand_eat,推荐食谱
急性胃扩张,酸麻菜花,recommand_eat,推荐食谱
带状疱疹病毒性巩膜炎,金银花蒸鱼,recommand_eat,推荐食谱
色素性口周红斑,荞麦粥,recommand_eat,推荐食谱
胃肠食物不耐受症,芝麻小米粥,recommand_eat,推荐食谱
急性附睾炎,豌豆绿豆粥,recommand_eat,推荐食谱
屈肌腱损伤,猪肉炒饼,recommand_eat,推荐食谱
鸡眼,冬菜包,recommand_eat,推荐食谱
老年人乳腺癌,红枣黑豆粥,recommand_eat,推荐食谱
颞骨和下颔骨关节异常,豆腐乳粥,recommand_eat,推荐食谱
试管婴儿,菠菜肉丝汤面,recommand_eat,推荐食谱
丘疹紫癜性手套和短袜样综合征,芹菜粥,recommand_eat,推荐食谱
难治性癫痫,三文鱼蒸蛋羹,recommand_eat,推荐食谱
小儿窦性心动过速,百合芝麻猪心汤,recommand_eat,推荐食谱
夹阴伤寒,花生粥,recommand_eat,推荐食谱
老年人胆囊炎,蘑菇鸡丝蛋花汤,recommand_eat,推荐食谱
小肠平滑肌肉瘤,牛奶香蕉糊,recommand_eat,推荐食谱
咽结合膜热,腰果虾仁,recommand_eat,推荐食谱
乙状结肠造口旁沟疝,柠檬鹌鹑,recommand_eat,推荐食谱
咽部创伤,清炒油麦菜,recommand_eat,推荐食谱
意识障碍,菠菜汤,recommand_eat,推荐食谱
寒滞肝脉证,柴胡白术炖乌龟,recommand_eat,推荐食谱
月经量少,莲子红豆沙,recommand_eat,推荐食谱
骨盆直肠脓肿,油拌芹菜,recommand_eat,推荐食谱
淋巴病,海带黄豆汤,recommand_eat,推荐食谱
高血压肾病,芹菜豆腐干,recommand_eat,推荐食谱
粘连性中耳炎,果脯土豆饼,recommand_eat,推荐食谱
纵隔肿瘤,鲜菇小米粥,recommand_eat,推荐食谱
灼痛,清蒸茄子,recommand_eat,推荐食谱
淋巴结结节病,蘑菇木耳饺,recommand_eat,推荐食谱
热中,豆浆莴笋汤,recommand_eat,推荐食谱
开放性气胸,杏仁萝卜猪肺汤,recommand_eat,推荐食谱
溃疡病急性穿孔,鸡腿菇拌猪肚,recommand_eat,推荐食谱
膀胱不发育与发育不全,鸡肉白薯粥,recommand_eat,推荐食谱
卵巢硬化性间质瘤,青菜饭,recommand_eat,推荐食谱
单次发作抑郁症,蔬菜杂烩粥,recommand_eat,推荐食谱
风寒感冒,蒜蓉苋菜牛肉汤,recommand_eat,推荐食谱
胸膜炎,拌生菜,recommand_eat,推荐食谱
幽门梗阻,雪菜牛肉粥,recommand_eat,推荐食谱
先天性主动脉瓣下狭窄,薏米扁豆老黄瓜汤,recommand_eat,推荐食谱
脊髓小脑变性症,豆薯小米粥,recommand_eat,推荐食谱
老年人吸入性肺炎,肉片柿子汤,recommand_eat,推荐食谱
小儿卵巢肿瘤,素炒扁豆,recommand_eat,推荐食谱
甲状腺炎,银耳羹,recommand_eat,推荐食谱
肺炎衣原体肺炎,菠菜洋葱牛奶羹,recommand_eat,推荐食谱
慢性肾小球肾炎,芝麻黑豆粥,recommand_eat,推荐食谱
外阴-阴道-牙龈综合征,苦瓜瘦肉汤,recommand_eat,推荐食谱
弥漫性食管痉挛,番茄土豆块,recommand_eat,推荐食谱
外阴黑色素瘤,参枣米饭,recommand_eat,推荐食谱
血吸虫肠病,牛奶菠菜粥,recommand_eat,推荐食谱
颌骨癌,牛奶杏仁粥,recommand_eat,推荐食谱
克罗恩病关节炎,粉丝拌黄瓜,recommand_eat,推荐食谱
发育性骨盆异常,莲子桂圆煨猪肉,recommand_eat,推荐食谱
腹膜后纤维化,鲜菇小米粥,recommand_eat,推荐食谱
肾小球肾炎,生煸黄花菜,recommand_eat,推荐食谱
农民肺,菠菜汆丸子,recommand_eat,推荐食谱
热秘,木瓜生姜蜂蜜粥,recommand_eat,推荐食谱
黄疸,木耳芝麻茶,recommand_eat,推荐食谱
手腕扭伤,腰果肉饭,recommand_eat,推荐食谱
皮肤白细胞破碎性血管炎,赤小豆山药粥,recommand_eat,推荐食谱
尿道憩室,豆薯小米粥,recommand_eat,推荐食谱
类风湿关节炎,脆皮茄子,recommand_eat,推荐食谱
脚气病性心脏病,黄瓜卷,recommand_eat,推荐食谱
口腔扁平苔藓,菠菜双蛋羹,recommand_eat,推荐食谱
跟骨骨骺骨软骨病,牛奶杏仁粥,recommand_eat,推荐食谱
剥脱性皮炎,什锦鸡蛋面,recommand_eat,推荐食谱
良性高血压性小动脉性肾硬化,珧柱冬瓜炖田鸡,recommand_eat,推荐食谱
小儿视网膜母细胞瘤,小米素羹,recommand_eat,推荐食谱
腮腺混合瘤,茄汁鸡腿,recommand_eat,推荐食谱
老年人肺炎,淡菜板豆腐白菜汤,recommand_eat,推荐食谱
颞骨骨折,薏苡仁绿豆粥,recommand_eat,推荐食谱
缺血性心肌病,鸡火白菜汤,recommand_eat,推荐食谱
女性的青春期延迟,山药红枣粥,recommand_eat,推荐食谱
下肢静脉血栓形成,冬菜苦瓜,recommand_eat,推荐食谱
脊膜瘤,素炒黄豆芽,recommand_eat,推荐食谱
纤维性骨炎,凉拌菜花,recommand_eat,推荐食谱
避孕后闭经综合征,墨鱼炖鸡,recommand_eat,推荐食谱
胆囊-结肠肝曲粘连综合征,猪肝绿豆粥,recommand_eat,推荐食谱
小儿血管瘤血小板减少综合征,西兰花素鸡马蹄冬菇汤,recommand_eat,推荐食谱
脂溢性脱发,小米红糖粥,recommand_eat,推荐食谱
胰岛细胞类癌,鸡肉鱼片枸杞豆腐汤,recommand_eat,推荐食谱
